Station,Date,Max Temp (F),Min Temp (F),Latitude,Longitude,GDD,Cumulative_GDD
Cayuga Street Br. I-35E Mile Post 109,18-09-2023,75.38,52.519978,44.96786118,-93.08812714,13.95,39294.18025
MN-110 and I-494 MN-10 Mile Post 5,18-09-2023,76.09999,53.24002,44.87607956,-93.07833862,14.67,39308.85026
Twig MN-53 Mile Post 21,18-09-2023,69.98,46.94002,46.92406845,-92.41307068,9.99,39318.84026
Mitchell Bridge MN-169 Mile Post 343,18-09-2023,70.16001,45.860012,47.4451,-92.8876,10.08,39328.92026
Silver Cliff MN-61 Mile Post 30,18-09-2023,63.140022,55.58,47.06996918,-91.59155273,9.36,39338.28027
I-35W at Mississippi I-35W Mile Post 19,18-09-2023,,,46.66918945,-92.31817627,,
Blatnick Bridge South Abutment,18-09-2023,63.68,54.140022,46.7341,-92.0971,8.91,39347.19028
Albert Lea I-35 Mile Post 30,18-09-2023,77.54002,43.69999,43.92010117,-93.27761841,13.77,39360.96029
Atkinson Bridge I-35 Mile Post 231,18-09-2023,68.18,46.040024,46.6278,-92.5319,9.09,39370.05029
I-94 at Red River Bridge,18-09-2023,82.04002,50.18,46.8471,-96.7774,16.11,39386.1603
T.H.38 - Marcell - MP 27.5       MN US MNDOT,18-09-2023,70.34002,49.28,47.58536911,-93.67510223,10.17,39396.33031
T.H.210 - Tamarack - MP 186.3    MN US MNDOT,18-09-2023,70.16001,47.299988,46.64413834,-93.07975006,10.08,39406.41032
U.S.2 - Gowan - MP 225.1         MN US MNDOT,18-09-2023,69.26001,48.560013,46.87305069,-92.86100006,9.63,39416.04032
U.S.2 - Cohasset - MP 174.3      MN US MNDOT,18-09-2023,71.78,47.66001,47.29679108,-93.70240784,10.89,39426.93032
U.S.53 - Cook - MP 97.5          MN US MNDOT,18-09-2023,69.26001,45.68,47.89173889,-92.77429199,9.63,39436.56033
T.H.65 - Buck Lake - MP 192.9    MN US MNDOT,18-09-2023,69.26001,46.21998,47.61225891,-93.19428253,9.63,39446.19033
T.H.59 - Lancaster - MP 421.9    MN US MNDOT,18-09-2023,80.419975,50.18,48.90544128,-96.79892731,15.3,39461.49032
T.H.59 - Thief River - MP 363.4  MN US MNDOT,18-09-2023,79.16001,47.66001,48.17654037,-96.20690918,14.58,39476.07033
T.H.9 - Beltrami - MP 212.5      MN US MNDOT,18-09-2023,82.940025,51.08,47.57138062,-96.53217316,17.01,39493.08034
T.H.11 - Warroad - MP 87.1       MN US MNDOT,18-09-2023,75.919975,48.560013,48.89450836,-95.42524719,12.96,39506.04033
T.H.72 - Baudette - MP 67.85     MN US MNDOT,18-09-2023,75.01998,46.76001,48.89450836,-94.56025696,12.51,39518.55032
T.H.89 - Red Lake - MP 19.13     MN US MNDOT,18-09-2023,74.29999,44.060013,47.77656174,-95.00585175,12.15,39530.70031
T.H.1 - Goodridge - MP 71.8      MN US MNDOT,18-09-2023,77.89999,48.019978,48.1223793,-95.62496185,13.95,39544.65031
T.H.2 - Lengby - MP 75.8         MN US MNDOT,18-09-2023,76.28,49.28,47.53178024,-95.66613007,13.14,39557.79031
T.H.71 - Lake Itasca - MP 281.1  MN US MNDOT,18-09-2023,76.460014,46.94002,47.18767929,-95.13179016,13.23,39571.02031
U.S.71 - Clarissa - MP 197.5     MN US MNDOT,18-09-2023,74.48,46.21998,46.11394119,-94.91677094,12.24,39583.26031
T.H.200 - Longville - MP 144.0   MN US MNDOT,18-09-2023,70.88,49.819977,47.0528183,-94.21450043,10.44,39593.70031
T.H.210 - Motley - MP 101.0      MN US MNDOT,18-09-2023,73.76001,47.299988,46.3434906,-94.64286041,11.88,39605.58032
T.H.23 - Richmond - MP 187.8     MN US MNDOT,18-09-2023,73.76001,50.18,45.45101166,-94.48594666,11.97,39617.55032
T.H.47 - Isle - MP 89.0          MN US MNDOT,18-09-2023,72.31998,46.58,46.11800003,-93.43245697,11.16,39628.71031
U.S.169 - Waukenabo - MP 272.9   MN US MNDOT,18-09-2023,71.24002,46.21998,46.78295898,-93.61335754,10.62,39639.33032
U.S.169 - Farm Island - MP 245.4 MN US MNDOT,18-09-2023,70.88,50.71998,46.43484879,-93.74376678,10.8,39650.13031
I-94 - Fergus Falls - MP 61.5    MN US MNDOT,18-09-2023,76.09999,52.16001,46.20746994,-96.01892853,14.13,39664.26031
T.H.27 - Herman - MP 36.5        MN US MNDOT,18-09-2023,78.440025,49.09999,45.80355072,-96.23370361,14.22,39678.48033
T.H.10 - Frazee - MP 55.2        MN US MNDOT,18-09-2023,75.56001,48.560013,46.70597076,-95.69174194,12.78,39691.26033
I-94 - Evansville - MP 82.8      MN US MNDOT,18-09-2023,75.01998,51.799988,45.99848938,-95.72994995,13.41,39704.67032
U.S.12 - Holloway - MP 27.0      MN US MNDOT,18-09-2023,79.16001,47.299988,45.28256989,-95.91149139,14.58,39719.25032
U.S.75 - Kent - MP 222           MN US MNDOT,18-09-2023,79.88,47.48,46.47061157,-96.71227264,14.94,39734.19032
T.H.9 - Murdock - MP 24.5        MN US MNDOT,18-09-2023,76.99999,51.08,45.3259201,-95.37902069,14.04,39748.23032
U.S.75 - Ortonville - MP 132.7   MN US MNDOT,18-09-2023,78.79999,47.299988,45.2689209,-96.38938904,14.4,39762.63031
T.H.34 - Osage - MP 65.0         MN US MNDOT,18-09-2023,74.48,41.360012,46.92063141,-95.26937866,12.24,39774.87031
T.H.52 - Coates - MP 110.4       MN US MNDOT,18-09-2023,76.460014,47.66001,44.66492081,-93.00971985,13.23,39788.10032
T.H.65 - East Bethel - MP 25.8   MN US MNDOT,18-09-2023,73.58,50.71998,45.34666824,-93.23731232,12.15,39800.25031
I-35 - Medford - MP 52.1         MN US MNDOT,18-09-2023,76.64002,52.16001,44.23244858,-93.27835083,14.4,39814.65032
T.H.52 - Zumbrota - MP 73.9      MN US MNDOT,18-09-2023,75.74002,42.26001,44.2394104,-92.6500473,12.87,39827.52033
U.S.63 - Lake City - MP 62.9     MN US MNDOT,18-09-2023,74.29999,49.819977,44.38240814,-92.37014771,12.15,39839.67033
U.S.218 - Lyle - MP 4            MN US MNDOT,18-09-2023,77.18,48.019978,43.55812073,-92.94940948,13.59,39853.26033
U.S.63 - Le Roy - MP 0.5         MN US MNDOT,18-09-2023,75.919975,41.360012,43.50838852,-92.36969757,12.96,39866.22031
I-90 - La Crescent - MP 276.4    MN US MNDOT,18-09-2023,73.39999,52.69999,43.85789871,-91.30422974,13.05,39879.2703
I-90 - Magnolia - MP 21.6        MN US MNDOT,18-09-2023,82.21998,49.46001,43.63808823,-96.08824921,16.11,39895.38029
I-90 - Welcome - MP 93.7         MN US MNDOT,18-09-2023,78.61998,49.09999,43.68109894,-94.6151886,14.31,39909.69028
I-90 - Wells - MP 138.7          MN US MNDOT,18-09-2023,77.89999,44.41998,43.65769958,-93.72737885,13.95,39923.64028
T.H.60 - Mountain Lake - MP 48   MN US MNDOT,18-09-2023,79.34002,49.28,43.91899109,-94.99980164,14.67,39938.31029
U.S.14 - Springfield - MP 80.7   MN US MNDOT,18-09-2023,79.16001,51.08,44.26805115,-94.89512634,15.12,39953.43029
T.H.30 - Mapleton - MP 146.8     MN US MNDOT,18-09-2023,77.18,47.299988,43.89870834,-93.91436768,13.59,39967.02029
T.H.212 - Dawson - MP 24.1       MN US MNDOT,18-09-2023,80.24002,47.840023,44.9353714,-95.96169281,15.12,39982.1403
U.S.75 - Trosky - MP 30.3        MN US MNDOT,18-09-2023,80.59999,48.74002,43.92211151,-96.2649765,15.3,39997.4403
T.H.68 - Milroy - MP 59.0        MN US MNDOT,18-09-2023,80.24002,44.78,44.39968872,-95.47245789,15.12,40012.56031
T.H.68 - Taunton - MP 22.9       MN US MNDOT,18-09-2023,81.68,47.48,44.58692932,-96.05168152,15.84,40028.40031
T.H.212 - Hector - MP 84.4       MN US MNDOT,18-09-2023,77.18,46.39999,44.76047134,-94.84316254,13.59,40041.99031
U.S.75 - Canby - MP 84.0         MN US MNDOT,18-09-2023,80.59999,50.18,44.67417145,-96.27693176,15.39,40057.3803
U.S.12 - Atwater - MP 85.4       MN US MNDOT,18-09-2023,73.940025,50.18,45.13904953,-94.81175995,12.06,40069.44032
U.S.14 - Florence - MP 21.2      MN US MNDOT,18-09-2023,78.98,52.16001,44.24031067,-96.04634094,15.57,40085.01032
U.S.12 - Delano - MP 140.4       MN US MNDOT,18-09-2023,74.66001,53.78,45.03544998,-93.7660675,14.22,40099.23033
U.S.61 - Winona                  MN US MNDOT,18-09-2023,72.49999,50.89999,43.97877121,-91.429039,11.7,40110.93032
I-35 Moose Lake - MP 216         MN US MNDOT,18-09-2023,71.59999,44.24002,46.45278168,-92.73010254,10.8,40121.73031
U.S.169 Princeton - MP 176.9     MN US MNDOT,18-09-2023,72.49999,48.560013,45.55337143,-93.58489227,11.25,40132.98031
T.H.61 Schroeder - MP 79         MN US MNDOT,18-09-2023,60.26001,53.060013,47.54442978,-90.89589691,6.66,40139.64032
T.H.61 Grand Marais MP 110.8     MN US MNDOT,18-09-2023,59.89999,49.46001,47.75836182,-90.31385803,4.95,40144.59031
U.S.2 - Solway - MP 99.7         MN US MNDOT,18-09-2023,74.48,44.78,47.5232811,-95.16248322,12.24,40156.83031
T.H.1 - Warren - MP 11.5         MN US MNDOT,18-09-2023,81.68,50.360012,48.19535065,-96.8911438,16.02,40172.85032
T.H.11 - Karlstad - MP 37.7      MN US MNDOT,18-09-2023,78.61998,49.46001,48.64707947,-96.38069916,14.31,40187.16031
T.H.371 - Nisswa - MP 46.2       MN US MNDOT,18-09-2023,73.58,48.74002,46.52462006,-94.29614258,11.79,40198.95031
U.S.53 - Piedmont Ave - MP 2.7   MN US MNDOT,18-09-2023,63.860012,52.340023,46.77138138,-92.13751984,8.1,40207.05033
Twin Lakes I-35 Mile Post 1,19-09-2023,84.19999,53.78,43.5083313,-93.35405731,18.99,40226.04032
Silver Lake TH 7 Mile Post 1,19-09-2023,83.11998,53.41998,44.9068,-94.1191,18.27,40244.3103
Little Chicago I-35 Mile Post 70,19-09-2023,84.01998,54.68,44.47850037,-93.29242706,19.35,40263.66029
Rush City I-35 Mile Post 157,19-09-2023,76.28,52.519978,45.64292145,-92.99275208,14.4,40278.06028
Rutledge I-35 Mile Post 198,19-09-2023,76.09999,52.519978,46.21257019,-92.83856201,14.31,40292.37027
Beaver Creek I-90 Mile Post 4,19-09-2023,84.38,51.08,43.6083,-96.3779,17.73,40310.10027
I-90 Mile Post 35,19-09-2023,81.86001,55.040024,43.63734055,-95.76991272,18.45,40328.55028
I-90 Mile Post 67,19-09-2023,82.76001,51.08,43.63869095,-95.1185379,16.92,40345.47029
Blue Earth I-90 Mile Post 119,19-09-2023,85.09999,57.019978,43.66305161,-94.12243652,21.06,40366.53027
Dexter I-90 Mile Post 195,19-09-2023,82.39999,56.840023,43.72716141,-92.6813736,19.62,40386.15028
Jct CR 7 I-90 Mile Post 226,19-09-2023,79.34002,56.11998,43.95563889,-92.20514679,17.73,40403.88028
Ridgeway I-90 Mile Post 261,19-09-2023,73.58,55.39999,43.91191864,-91.5435791,14.49,40418.37027
Dilworth I-94 Mile Post 5,19-09-2023,85.28,57.019978,46.84679031,-96.6681366,21.15,40439.52026
Rothsay I-94 Mile Post 38,19-09-2023,84.38,59.89999,46.49066162,-96.29125214,22.14,40461.66026
Alexandria I-94 Mile Post 104,19-09-2023,84.56001,55.58,45.8376503,-95.36621857,20.07,40481.73026
Sauk Center I-94 Mile Post 128,19-09-2023,85.64002,57.91998,45.71310043,-94.93144989,21.78,40503.51026
Clearwater I-94 Mile Post 180,19-09-2023,82.21998,55.94002,45.39469147,-94.02561188,19.08,40522.59026
Shooks MN-1 Mile Post 34,19-09-2023,77.18,54.49999,47.87430954,-94.43242645,15.84,40538.43026
Ely MN-1 Mile Post 275,19-09-2023,68.89999,46.040024,47.85440063,-92.04811096,9.45,40547.88025
Emily MN-6 Mile Post 29,19-09-2023,71.59999,53.060013,46.68822098,-93.95449066,12.33,40560.21025
Clara City MN-7 Mile Post 89,19-09-2023,88.16001,53.24002,44.9493,-95.4095,19.62,40579.83026
Lester Prairie MN-7 Mile Post 161,19-09-2023,84.56001,53.96001,44.9061,-93.9864,19.26,40599.09027
Mayer TH 7 Mile Post 167,19-09-2023,83.48,57.560013,44.9059,-93.8695,20.52,40619.61028
MN-7 Mile Post 11,19-09-2023,83.84002,53.96001,48.57236099,-96.91487885,18.9,40638.51029
MN-11 Mile Post 62,19-09-2023,80.960014,55.94002,48.81951141,-95.96101379,18.45,40656.96031
Brichdale MN-11 Mile Post 157,19-09-2023,72.86001,49.99999,48.62768173,-94.0670929,11.43,40668.39032
MN-11 Mile Post 199,19-09-2023,74.11998,51.08,48.60179138,-93.3734436,12.6,40680.99031
Lake Benton US-14 Mile Post 7,19-09-2023,85.460014,55.94002,44.27025986,-96.32003784,20.7,40701.69032
Byron US-14 Mile Post 200,19-09-2023,82.04002,56.11998,44.0243988,-92.70819855,19.08,40720.77032
Hendricks MN-19 Mile Post 2,19-09-2023,87.440025,58.09999,44.45888901,-96.43522644,22.05,40742.82032
Morton MN-19 Mile Post 78,19-09-2023,87.61998,54.140022,44.54470825,-94.99542236,20.07,40762.89033
Winthrop MN-19 Mile Post 108,19-09-2023,85.09999,53.24002,44.54319,-94.41412354,19.17,40782.06033
Hanley Falls MN-23 Mile Post 94,19-09-2023,89.78,52.16001,44.69161987,-95.61401367,19.08,40801.14034
MN-23 Mile Post 215,19-09-2023,79.34002,50.540024,45.60781097,-94.03077698,14.94,40816.08036
Lastrup MN-25 Mile Post 140,19-09-2023,77.18,54.140022,46.14426041,-94.10410309,15.66,40831.74037
Graceville MN-28 Mile Post 19,19-09-2023,90.86001,53.24002,45.5582,-96.4939,19.62,40851.36038
Langhei Township MN-29 Mile Post 46,19-09-2023,85.99999,57.19999,45.4884,-95.5622,21.6,40872.96037
Dovray MN-30 Mile Post 49,19-09-2023,84.919975,51.799988,44.05717087,-95.59729767,18.36,40891.32035
Waseca TH 14 Mile Post ??,19-09-2023,86.18,56.48,44.0598,-93.4945,21.24,40912.56035
Caledonia MN-44 Mile Post 60,19-09-2023,78.08,56.840023,43.71932983,-91.43675232,17.46,40930.02037
Squaw Lake MN-46 Mile Post 25,19-09-2023,76.81998,55.21998,47.60356903,-94.12674713,16.02,40946.04035
Cannon Falls US-52 Mile Post 90,19-09-2023,80.419975,56.299988,44.40924835,-92.8584671,18.36,40964.40033
Georgeville MN-55 Mile Post 98,19-09-2023,84.919975,53.96001,45.4324,-94.9324,19.44,40983.84032
Mahnomen US-59 Mile Post 296,19-09-2023,80.24002,58.819977,47.27416992,-95.9336319,19.53,41003.37032
Madelia US-60 Mile Post 86,19-09-2023,85.460014,53.060013,44.07556152,-94.36824799,19.26,41022.63033
Anderson Road TH 53 Mile Post 5.5,19-09-2023,63.860012,53.24002,46.7948,-92.157,8.55,41031.18035
Red Wing US-61 Mile Post 101,19-09-2023,77.89999,58.28,44.60102081,-92.69779205,18.09,41049.27034
Grand Portage MN-61 Mile Post 146,19-09-2023,62.96001,50.89999,47.97642136,-89.68496704,6.93,41056.20034
Chamberlain MN-64 Mile Post 42,19-09-2023,76.64002,54.68,46.91173172,-94.72292328,15.66,41071.86035
Pliny MN-65 Mile Post 98,19-09-2023,70.88,51.44002,46.33975983,-93.26204681,11.16,41083.02036
Ball Bluff MN-65 Mile Post 145,19-09-2023,72.49999,49.09999,46.97835922,-93.27368927,11.25,41094.27036
Effie MN-1 Mile Post 194,19-09-2023,72.68,52.16001,47.84037018,-93.48518372,12.42,41106.69036
N. of Upper Red Lake MN-72 Mile Post 40,19-09-2023,70.51998,54.860012,48.20714951,-94.55400848,12.69,41119.38036
Tenney US-75 Mile Post 188,19-09-2023,87.440025,53.96001,46.04312897,-96.49417877,19.98,41139.36036
Ottertail MN-78 Mile Post 34,19-09-2023,83.48,57.38,46.40365982,-95.60212708,20.43,41159.79036
Gatzke MN-89 Mile Post 96,19-09-2023,83.48,54.68,48.43645859,-95.73119354,19.08,41178.87036
St. Vincent MN-171 Mile Post 2,19-09-2023,83.29999,53.96001,48.9708519,-97.2016983,18.63,41197.50036
Anthony MN-200 Mile Post 9,19-09-2023,86.71998,54.68,47.2959404,-96.73165131,20.34,41217.84036
Mehurin US-212 Mile Post 1,19-09-2023,92.29999,48.74002,44.9362,-96.4418,18,41235.84036
East Grand Forks US-2 Mile Post 8,19-09-2023,86.89999,55.040024,47.88077927,-96.91683197,20.52,41256.36038
Cass Lake US-2 Mile Post 131,19-09-2023,75.56001,56.11998,47.37995148,-94.58698273,15.84,41272.20037
Lake Park US-10 Mile Post 32,19-09-2023,82.04002,57.38,46.87744904,-96.11144257,19.71,41291.91038
Verndale US-10 Mile Post 94,19-09-2023,81.31998,55.76001,46.41334152,-95.05438995,18.54,41310.45038
Rice US-10 Mile Post 162,19-09-2023,79.69999,55.040024,45.76654053,-94.23284149,17.37,41327.82038
Canton US-52 Mile Post 2,19-09-2023,79.88,55.21998,43.5149498,-91.88498688,17.55,41345.37037
Cotton US-53 Mile Post 41,19-09-2023,67.99999,49.99999,47.21126938,-92.48769379,9,41354.37037
Ash Lake US-53 Mile Post 129,19-09-2023,72.14002,50.540024,48.29423904,-92.97046661,11.34,41365.71039
Brooks US-59 Mile Post 331,19-09-2023,83.66001,57.74002,47.76911163,-96.00102234,20.7,41386.4104
Kellogg US-61 Mile Post 53,19-09-2023,79.34002,57.74002,44.28482056,-91.9896698,18.54,41404.95042
Rochester US-63 Mile Post 32,19-09-2023,83.66001,56.840023,43.90233994,-92.4822998,20.25,41425.20044
MN-71 Mile Post 43,19-09-2023,84.19999,50.18,44.08369064,-95.11994934,17.19,41442.39044
Margie US-71 Mile Post 379,19-09-2023,73.21998,52.88,48.1346283,-93.878479,13.05,41455.44043
Mankato US-169 Mile Post 52,19-09-2023,86.89999,58.46001,44.15433884,-94.03397369,22.23,41477.67043
St. Peter US-169 Mile Post 69,19-09-2023,90.49999,57.19999,44.36553955,-93.96315002,21.6,41499.27043
Belle Plaine US-169 Mile Post 86,19-09-2023,85.81998,55.76001,44.57226944,-93.84269714,20.79,41520.06042
Milaca US-169 Mile Post 200,19-09-2023,76.64002,49.819977,45.87583923,-93.66407776,13.32,41533.38043
Hinckley I-35 Mile Post 181,19-09-2023,76.09999,51.08,45.98503876,-92.94818115,13.59,41546.97043
Roosevelt MN-11 Mile Post 108,19-09-2023,,,48.78936005,-95.05103302,,
New Prague MN-19 Mile Post 149,19-09-2023,84.919975,55.39999,44.54364014,-93.62481689,20.16,41567.13041
Thompson Hill I-35 Mile Post 248,19-09-2023,60.61998,51.799988,46.71652985,-92.24900055,6.21,41573.34039
Blatnik Bridge,19-09-2023,63.49999,58.28,46.7469101,-92.09951782,10.89,41584.23039
I-35 and Garfield Avenue,19-09-2023,62.78,56.840023,46.7718,-92.115,9.81,41594.0404
Lafayette Tunnel MN-61 Mile Post 32,19-09-2023,,,47.09482956,-91.55403137,,
MN-53 and 135 - Midway,19-09-2023,69.08,51.61998,47.51575851,-92.5267868,10.35,41604.39039
I-494 and MN-5 I-494 Mile Post 18,19-09-2023,82.21998,59.18,44.94374084,-93.4570694,20.7,41625.09038
Burnsville I-35W Mile Post 4,19-09-2023,83.11998,60.799988,44.79764938,-93.28955841,21.96,41647.05036
Maple Grove I-94 Mile Post 217,19-09-2023,80.78,60.799988,45.09209061,-93.44753265,20.79,41667.84036
Little Canada I-694 Mile Post 46,19-09-2023,,,45.03765869,-93.09236145,,
Cayuga Street Br. I-35E Mile Post 109,19-09-2023,79.69999,60.26001,44.96786118,-93.08812714,19.98,41687.82036
MN-110 and I-494 MN-10 Mile Post 5,19-09-2023,78.79999,60.61998,44.87607956,-93.07833862,19.71,41707.53034
Twig MN-53 Mile Post 21,19-09-2023,65.84002,50.71998,46.92406845,-92.41307068,8.28,41715.81034
Mitchell Bridge MN-169 Mile Post 343,19-09-2023,66.56001,49.09999,47.4451,-92.8876,8.28,41724.09035
Silver Cliff MN-61 Mile Post 30,19-09-2023,63.860012,56.11998,47.06996918,-91.59155273,9.99,41734.08034
I-35W at Mississippi I-35W Mile Post 19,19-09-2023,,,46.66918945,-92.31817627,,
Blatnick Bridge South Abutment,19-09-2023,63.49999,56.66001,46.7341,-92.0971,10.08,41744.16034
Albert Lea I-35 Mile Post 30,19-09-2023,85.99999,55.39999,43.92010117,-93.27761841,20.7,41764.86033
Atkinson Bridge I-35 Mile Post 231,19-09-2023,63.860012,49.28,46.6278,-92.5319,6.93,41771.79034
I-94 at Red River Bridge,19-09-2023,84.19999,60.44002,46.8471,-96.7774,22.32,41794.11034
T.H.38 - Marcell - MP 27.5       MN US MNDOT,19-09-2023,71.419975,53.41998,47.58536911,-93.67510223,12.42,41806.53032
T.H.210 - Tamarack - MP 186.3    MN US MNDOT,19-09-2023,70.51998,51.08,46.64413834,-93.07975006,10.8,41817.33031
U.S.2 - Gowan - MP 225.1         MN US MNDOT,19-09-2023,66.01998,51.61998,46.87305069,-92.86100006,8.82,41826.15029
U.S.2 - Cohasset - MP 174.3      MN US MNDOT,19-09-2023,72.49999,52.519978,47.29679108,-93.70240784,12.51,41838.66028
U.S.53 - Cook - MP 97.5          MN US MNDOT,19-09-2023,70.16001,47.299988,47.89173889,-92.77429199,10.08,41848.74028
T.H.65 - Buck Lake - MP 192.9    MN US MNDOT,19-09-2023,68.36001,51.26001,47.61225891,-93.19428253,9.81,41858.55029
T.H.59 - Lancaster - MP 421.9    MN US MNDOT,19-09-2023,85.09999,57.91998,48.90544128,-96.79892731,21.51,41880.06028
T.H.59 - Thief River - MP 363.4  MN US MNDOT,19-09-2023,85.28,53.060013,48.17654037,-96.20690918,19.17,41899.23028
T.H.9 - Beltrami - MP 212.5      MN US MNDOT,19-09-2023,86.54002,58.28,47.57138062,-96.53217316,22.14,41921.37028
T.H.11 - Warroad - MP 87.1       MN US MNDOT,19-09-2023,81.68,57.74002,48.89450836,-95.42524719,19.71,41941.08029
T.H.72 - Baudette - MP 67.85     MN US MNDOT,19-09-2023,77.18,54.140022,48.89450836,-94.56025696,15.66,41956.7403
T.H.89 - Red Lake - MP 19.13     MN US MNDOT,19-09-2023,81.14002,56.840023,47.77656174,-95.00585175,18.99,41975.73032
T.H.1 - Goodridge - MP 71.8      MN US MNDOT,19-09-2023,84.919975,57.91998,48.1223793,-95.62496185,21.42,41997.1503
T.H.2 - Lengby - MP 75.8         MN US MNDOT,19-09-2023,81.86001,58.819977,47.53178024,-95.66613007,20.34,42017.4903
T.H.71 - Lake Itasca - MP 281.1  MN US MNDOT,19-09-2023,82.58,55.94002,47.18767929,-95.13179016,19.26,42036.75031
U.S.71 - Clarissa - MP 197.5     MN US MNDOT,19-09-2023,81.14002,56.11998,46.11394119,-94.91677094,18.63,42055.38031
T.H.200 - Longville - MP 144.0   MN US MNDOT,19-09-2023,71.960014,54.49999,47.0528183,-94.21450043,13.23,42068.61031
T.H.210 - Motley - MP 101.0      MN US MNDOT,19-09-2023,78.26001,57.91998,46.3434906,-94.64286041,18.09,42086.7003
T.H.23 - Richmond - MP 187.8     MN US MNDOT,19-09-2023,80.419975,57.19999,45.45101166,-94.48594666,18.81,42105.51029
T.H.47 - Isle - MP 89.0          MN US MNDOT,19-09-2023,74.29999,52.69999,46.11800003,-93.43245697,13.5,42119.01028
U.S.169 - Waukenabo - MP 272.9   MN US MNDOT,19-09-2023,71.78,50.89999,46.78295898,-93.61335754,11.34,42130.35027
U.S.169 - Farm Island - MP 245.4 MN US MNDOT,19-09-2023,72.14002,56.840023,46.43484879,-93.74376678,14.49,42144.84029
I-94 - Fergus Falls - MP 61.5    MN US MNDOT,19-09-2023,85.64002,58.819977,46.20746994,-96.01892853,22.23,42167.07029
T.H.27 - Herman - MP 36.5        MN US MNDOT,19-09-2023,87.440025,56.11998,45.80355072,-96.23370361,21.06,42188.13028
T.H.10 - Frazee - MP 55.2        MN US MNDOT,19-09-2023,81.49999,56.66001,46.70597076,-95.69174194,19.08,42207.21028
I-94 - Evansville - MP 82.8      MN US MNDOT,19-09-2023,82.76001,56.48,45.99848938,-95.72994995,19.62,42226.83029
U.S.12 - Holloway - MP 27.0      MN US MNDOT,19-09-2023,87.98,52.519978,45.28256989,-95.91149139,19.26,42246.09027
U.S.75 - Kent - MP 222           MN US MNDOT,19-09-2023,83.66001,58.640022,46.47061157,-96.71227264,21.15,42267.24029
T.H.9 - Murdock - MP 24.5        MN US MNDOT,19-09-2023,85.64002,56.840023,45.3259201,-95.37902069,21.24,42288.48031
U.S.75 - Ortonville - MP 132.7   MN US MNDOT,19-09-2023,89.06001,51.98,45.2689209,-96.38938904,18.99,42307.47031
T.H.34 - Osage - MP 65.0         MN US MNDOT,19-09-2023,79.88,54.140022,46.92063141,-95.26937866,17.01,42324.48032
T.H.52 - Coates - MP 110.4       MN US MNDOT,19-09-2023,80.24002,56.48,44.66492081,-93.00971985,18.36,42342.84033
T.H.65 - East Bethel - MP 25.8   MN US MNDOT,19-09-2023,78.08,56.66001,45.34666824,-93.23731232,17.37,42360.21034
I-35 - Medford - MP 52.1         MN US MNDOT,19-09-2023,83.84002,58.819977,44.23244858,-93.27835083,21.33,42381.54034
T.H.52 - Zumbrota - MP 73.9      MN US MNDOT,19-09-2023,81.49999,57.560013,44.2394104,-92.6500473,19.53,42401.07034
U.S.63 - Lake City - MP 62.9     MN US MNDOT,19-09-2023,76.64002,57.19999,44.38240814,-92.37014771,16.92,42417.99034
U.S.218 - Lyle - MP 4            MN US MNDOT,19-09-2023,82.39999,58.46001,43.55812073,-92.94940948,20.43,42438.42034
U.S.63 - Le Roy - MP 0.5         MN US MNDOT,19-09-2023,80.59999,57.74002,43.50838852,-92.36969757,19.17,42457.59035
I-90 - La Crescent - MP 276.4    MN US MNDOT,19-09-2023,76.81998,58.99999,43.85789871,-91.30422974,17.91,42475.50033
I-90 - Magnolia - MP 21.6        MN US MNDOT,19-09-2023,82.940025,55.21998,43.63808823,-96.08824921,19.08,42494.58034
I-90 - Welcome - MP 93.7         MN US MNDOT,19-09-2023,82.21998,53.41998,43.68109894,-94.6151886,17.82,42512.40032
I-90 - Wells - MP 138.7          MN US MNDOT,19-09-2023,84.38,56.48,43.65769958,-93.72737885,20.43,42532.83032
T.H.60 - Mountain Lake - MP 48   MN US MNDOT,19-09-2023,82.940025,50.89999,43.91899109,-94.99980164,16.92,42549.75032
U.S.14 - Springfield - MP 80.7   MN US MNDOT,19-09-2023,84.919975,54.140022,44.26805115,-94.89512634,19.53,42569.28032
T.H.30 - Mapleton - MP 146.8     MN US MNDOT,19-09-2023,84.74002,57.74002,43.89870834,-93.91436768,21.24,42590.52034
T.H.212 - Dawson - MP 24.1       MN US MNDOT,19-09-2023,89.419975,52.16001,44.9353714,-95.96169281,19.08,42609.60035
U.S.75 - Trosky - MP 30.3        MN US MNDOT,19-09-2023,84.38,56.840023,43.92211151,-96.2649765,20.61,42630.21036
T.H.68 - Milroy - MP 59.0        MN US MNDOT,19-09-2023,86.89999,51.08,44.39968872,-95.47245789,18.54,42648.75036
T.H.68 - Taunton - MP 22.9       MN US MNDOT,19-09-2023,89.960014,49.28,44.58692932,-96.05168152,18,42666.75036
T.H.212 - Hector - MP 84.4       MN US MNDOT,19-09-2023,84.74002,52.88,44.76047134,-94.84316254,18.81,42685.56037
U.S.75 - Canby - MP 84.0         MN US MNDOT,19-09-2023,89.24002,51.08,44.67417145,-96.27693176,18.54,42704.10037
U.S.12 - Atwater - MP 85.4       MN US MNDOT,19-09-2023,83.29999,57.38,45.13904953,-94.81175995,20.34,42724.44036
U.S.14 - Florence - MP 21.2      MN US MNDOT,19-09-2023,84.74002,60.98,44.24031067,-96.04634094,22.86,42747.30037
