Station,Date,Max Temp (F),Min Temp (F),Latitude,Longitude,GDD,Cumulative_GDD
MN-11 Mile Post 62,09-09-2023,70.34002,43.519978,48.81951141,-95.96101379,10.17,25350.3002
Brichdale MN-11 Mile Post 157,09-09-2023,70.16001,46.76001,48.62768173,-94.0670929,10.08,25360.3802
MN-11 Mile Post 199,09-09-2023,72.31998,52.340023,48.60179138,-93.3734436,12.33,25372.71021
Lake Benton US-14 Mile Post 7,09-09-2023,71.960014,53.96001,44.27025986,-96.32003784,12.96,25385.67022
Byron US-14 Mile Post 200,09-09-2023,81.14002,51.08,44.0243988,-92.70819855,16.11,25401.78023
Hendricks MN-19 Mile Post 2,09-09-2023,72.86001,56.299988,44.45888901,-96.43522644,14.58,25416.36023
Morton MN-19 Mile Post 78,09-09-2023,78.08,54.860012,44.54470825,-94.99542236,16.47,25432.83023
Winthrop MN-19 Mile Post 108,09-09-2023,76.28,52.16001,44.54319,-94.41412354,14.22,25447.05024
Hanley Falls MN-23 Mile Post 94,09-09-2023,72.86001,57.91998,44.69161987,-95.61401367,15.39,25462.44023
MN-23 Mile Post 215,09-09-2023,65.84002,51.61998,45.60781097,-94.03077698,8.73,25471.17023
Lastrup MN-25 Mile Post 140,09-09-2023,70.16001,52.16001,46.14426041,-94.10410309,11.16,25482.33024
Graceville MN-28 Mile Post 19,09-09-2023,71.06001,54.68,45.5582,-96.4939,12.87,25495.20025
Langhei Township MN-29 Mile Post 46,09-09-2023,70.88,54.319977,45.4884,-95.5622,12.6,25507.80024
Dovray MN-30 Mile Post 49,09-09-2023,76.99999,57.38,44.05717087,-95.59729767,17.19,25524.99023
Waseca TH 14 Mile Post ??,09-09-2023,79.51998,54.68,44.0598,-93.4945,17.1,25542.09022
Caledonia MN-44 Mile Post 60,09-09-2023,80.06001,47.66001,43.71932983,-91.43675232,15.03,25557.12023
Squaw Lake MN-46 Mile Post 25,09-09-2023,70.51998,49.99999,47.60356903,-94.12674713,10.26,25567.38022
Cannon Falls US-52 Mile Post 90,09-09-2023,77.89999,53.96001,44.40924835,-92.8584671,15.93,25583.31022
Georgeville MN-55 Mile Post 98,09-09-2023,70.51998,52.519978,45.4324,-94.9324,11.52,25594.8302
Mahnomen US-59 Mile Post 296,09-09-2023,71.78,46.76001,47.27416992,-95.9336319,10.89,25605.7202
Madelia US-60 Mile Post 86,09-09-2023,77.71998,53.78,44.07556152,-94.36824799,15.75,25621.47019
Anderson Road TH 53 Mile Post 5.5,09-09-2023,70.34002,48.19999,46.7948,-92.157,10.17,25631.6402
Red Wing US-61 Mile Post 101,09-09-2023,78.61998,56.11998,44.60102081,-92.69779205,17.37,25649.01018
Grand Portage MN-61 Mile Post 146,09-09-2023,61.16001,48.019978,47.97642136,-89.68496704,5.58,25654.59018
Chamberlain MN-64 Mile Post 42,09-09-2023,67.81998,51.44002,46.91173172,-94.72292328,9.63,25664.22018
Pliny MN-65 Mile Post 98,09-09-2023,72.31998,51.44002,46.33975983,-93.26204681,11.88,25676.10018
Ball Bluff MN-65 Mile Post 145,09-09-2023,69.98,51.61998,46.97835922,-93.27368927,10.8,25686.90017
Effie MN-1 Mile Post 194,09-09-2023,68.89999,48.74002,47.84037018,-93.48518372,9.45,25696.35017
N. of Upper Red Lake MN-72 Mile Post 40,09-09-2023,70.16001,50.360012,48.20714951,-94.55400848,10.26,25706.61018
Tenney US-75 Mile Post 188,09-09-2023,71.59999,51.08,46.04312897,-96.49417877,11.34,25717.95017
Ottertail MN-78 Mile Post 34,09-09-2023,72.14002,57.38,46.40365982,-95.60212708,14.76,25732.71018
Gatzke MN-89 Mile Post 96,09-09-2023,71.06001,45.68,48.43645859,-95.73119354,10.53,25743.24019
St. Vincent MN-171 Mile Post 2,09-09-2023,75.56001,42.26001,48.9708519,-97.2016983,12.78,25756.02019
Anthony MN-200 Mile Post 9,09-09-2023,77.89999,48.019978,47.2959404,-96.73165131,13.95,25769.97019
Mehurin US-212 Mile Post 1,09-09-2023,71.59999,55.76001,44.9362,-96.4418,13.68,25783.65019
East Grand Forks US-2 Mile Post 8,09-09-2023,73.58,48.38,47.88077927,-96.91683197,11.79,25795.44019
Cass Lake US-2 Mile Post 131,09-09-2023,70.69999,58.46001,47.37995148,-94.58698273,14.58,25810.02019
Lake Park US-10 Mile Post 32,09-09-2023,75.01998,48.19999,46.87744904,-96.11144257,12.51,25822.53018
Verndale US-10 Mile Post 94,09-09-2023,71.24002,53.78,46.41334152,-95.05438995,12.51,25835.04019
Rice US-10 Mile Post 162,09-09-2023,66.38,56.11998,45.76654053,-94.23284149,11.25,25846.29018
Canton US-52 Mile Post 2,09-09-2023,82.21998,47.48,43.5149498,-91.88498688,16.11,25862.40017
Cotton US-53 Mile Post 41,09-09-2023,69.61998,49.09999,47.21126938,-92.48769379,9.81,25872.21016
Ash Lake US-53 Mile Post 129,09-09-2023,69.08,43.69999,48.29423904,-92.97046661,9.54,25881.75016
Brooks US-59 Mile Post 331,09-09-2023,72.14002,47.299988,47.76911163,-96.00102234,11.07,25892.82017
Kellogg US-61 Mile Post 53,09-09-2023,82.39999,48.560013,44.28482056,-91.9896698,16.2,25909.02016
Rochester US-63 Mile Post 32,09-09-2023,82.21998,50.360012,43.90233994,-92.4822998,16.29,25925.31016
MN-71 Mile Post 43,09-09-2023,74.84002,58.640022,44.08369064,-95.11994934,16.74,25942.05018
Margie US-71 Mile Post 379,09-09-2023,71.59999,43.340023,48.1346283,-93.878479,10.8,25952.85017
Mankato US-169 Mile Post 52,09-09-2023,77.36001,57.560013,44.15433884,-94.03397369,17.46,25970.31018
St. Peter US-169 Mile Post 69,09-09-2023,83.29999,56.11998,44.36553955,-93.96315002,19.71,25990.02017
Belle Plaine US-169 Mile Post 86,09-09-2023,78.440025,55.76001,44.57226944,-93.84269714,17.1,26007.12019
Milaca US-169 Mile Post 200,09-09-2023,68.18,50.360012,45.87583923,-93.66407776,9.27,26016.39019
Hinckley I-35 Mile Post 181,09-09-2023,75.38,52.340023,45.98503876,-92.94818115,13.86,26030.2502
Roosevelt MN-11 Mile Post 108,09-09-2023,,,48.78936005,-95.05103302,,
New Prague MN-19 Mile Post 149,09-09-2023,76.99999,54.68,44.54364014,-93.62481689,15.84,26046.0902
Thompson Hill I-35 Mile Post 248,09-09-2023,66.01998,52.69999,46.71652985,-92.24900055,9.36,26055.45018
Blatnik Bridge,09-09-2023,64.58,58.640022,46.7469101,-92.09951782,11.61,26067.0602
I-35 and Garfield Avenue,09-09-2023,64.76001,56.840023,46.7718,-92.115,10.8,26077.86021
Lafayette Tunnel MN-61 Mile Post 32,09-09-2023,,,47.09482956,-91.55403137,,
MN-53 and 135 - Midway,09-09-2023,61.88,55.040024,47.51575851,-92.5267868,8.46,26086.32022
I-494 and MN-5 I-494 Mile Post 18,09-09-2023,72.49999,58.99999,44.94374084,-93.4570694,15.75,26102.07021
Burnsville I-35W Mile Post 4,09-09-2023,77.71998,60.61998,44.79764938,-93.28955841,19.17,26121.24019
Maple Grove I-94 Mile Post 217,09-09-2023,71.419975,60.61998,45.09209061,-93.44753265,16.02,26137.26017
Little Canada I-694 Mile Post 46,09-09-2023,75.919975,59.71998,45.03765869,-93.09236145,17.82,26155.08015
Cayuga Street Br. I-35E Mile Post 109,09-09-2023,77.18,59.18,44.96786118,-93.08812714,18.18,26173.26015
MN-110 and I-494 MN-10 Mile Post 5,09-09-2023,79.51998,57.74002,44.87607956,-93.07833862,18.63,26191.89015
Twig MN-53 Mile Post 21,09-09-2023,71.24002,48.560013,46.92406845,-92.41307068,10.62,26202.51016
Mitchell Bridge MN-169 Mile Post 343,09-09-2023,62.96001,51.26001,47.4451,-92.8876,7.11,26209.62017
Silver Cliff MN-61 Mile Post 30,09-09-2023,66.01998,56.11998,47.06996918,-91.59155273,11.07,26220.69015
I-35W at Mississippi I-35W Mile Post 19,09-09-2023,68.71998,49.46001,46.66918945,-92.31817627,9.36,26230.05014
Blatnick Bridge South Abutment,09-09-2023,65.66001,55.39999,46.7341,-92.0971,10.53,26240.58014
Albert Lea I-35 Mile Post 30,09-09-2023,85.09999,52.16001,43.92010117,-93.27761841,18.63,26259.21014
Atkinson Bridge I-35 Mile Post 231,09-09-2023,70.51998,47.66001,46.6278,-92.5319,10.26,26269.47013
I-94 at Red River Bridge,09-09-2023,76.81998,56.11998,46.8471,-96.7774,16.47,26285.94011
T.H.38 - Marcell - MP 27.5       MN US MNDOT,09-09-2023,66.74002,55.76001,47.58536911,-93.67510223,11.25,26297.19012
T.H.210 - Tamarack - MP 186.3    MN US MNDOT,09-09-2023,70.88,53.24002,46.64413834,-93.07975006,12.06,26309.25013
U.S.2 - Gowan - MP 225.1         MN US MNDOT,09-09-2023,70.34002,52.519978,46.87305069,-92.86100006,11.43,26320.68013
U.S.2 - Cohasset - MP 174.3      MN US MNDOT,09-09-2023,65.84002,52.340023,47.29679108,-93.70240784,9.09,26329.77015
U.S.53 - Cook - MP 97.5          MN US MNDOT,09-09-2023,64.58,52.16001,47.89173889,-92.77429199,8.37,26338.14016
T.H.65 - Buck Lake - MP 192.9    MN US MNDOT,09-09-2023,62.060013,52.519978,47.61225891,-93.19428253,7.29,26345.43016
T.H.59 - Lancaster - MP 421.9    MN US MNDOT,09-09-2023,73.58,45.860012,48.90544128,-96.79892731,11.79,26357.22016
T.H.59 - Thief River - MP 363.4  MN US MNDOT,09-09-2023,73.39999,50.18,48.17654037,-96.20690918,11.79,26369.01015
T.H.9 - Beltrami - MP 212.5      MN US MNDOT,09-09-2023,75.01998,48.560013,47.57138062,-96.53217316,12.51,26381.52014
T.H.11 - Warroad - MP 87.1       MN US MNDOT,09-09-2023,71.419975,45.49999,48.89450836,-95.42524719,10.71,26392.23013
T.H.72 - Baudette - MP 67.85     MN US MNDOT,09-09-2023,73.76001,44.060013,48.89450836,-94.56025696,11.88,26404.11013
T.H.89 - Red Lake - MP 19.13     MN US MNDOT,09-09-2023,70.69999,45.49999,47.77656174,-95.00585175,10.35,26414.46013
T.H.1 - Goodridge - MP 71.8      MN US MNDOT,09-09-2023,74.66001,48.019978,48.1223793,-95.62496185,12.33,26426.79013
T.H.2 - Lengby - MP 75.8         MN US MNDOT,09-09-2023,73.21998,49.819977,47.53178024,-95.66613007,11.61,26438.40012
T.H.71 - Lake Itasca - MP 281.1  MN US MNDOT,09-09-2023,71.78,53.060013,47.18767929,-95.13179016,12.42,26450.82013
U.S.71 - Clarissa - MP 197.5     MN US MNDOT,09-09-2023,68.18,56.48,46.11394119,-94.91677094,12.33,26463.15013
T.H.200 - Longville - MP 144.0   MN US MNDOT,09-09-2023,66.56001,54.319977,47.0528183,-94.21450043,10.44,26473.59012
T.H.210 - Motley - MP 101.0      MN US MNDOT,09-09-2023,67.99999,52.340023,46.3434906,-94.64286041,10.17,26483.76013
T.H.23 - Richmond - MP 187.8     MN US MNDOT,09-09-2023,66.38,55.76001,45.45101166,-94.48594666,11.07,26494.83013
T.H.47 - Isle - MP 89.0          MN US MNDOT,09-09-2023,69.61998,53.41998,46.11800003,-93.43245697,11.52,26506.35011
U.S.169 - Waukenabo - MP 272.9   MN US MNDOT,09-09-2023,69.79999,53.060013,46.78295898,-93.61335754,11.43,26517.78012
U.S.169 - Farm Island - MP 245.4 MN US MNDOT,09-09-2023,69.440025,56.66001,46.43484879,-93.74376678,13.05,26530.83013
I-94 - Fergus Falls - MP 61.5    MN US MNDOT,09-09-2023,70.34002,56.66001,46.20746994,-96.01892853,13.5,26544.33015
T.H.27 - Herman - MP 36.5        MN US MNDOT,09-09-2023,70.69999,55.76001,45.80355072,-96.23370361,13.23,26557.56015
T.H.10 - Frazee - MP 55.2        MN US MNDOT,09-09-2023,71.59999,57.19999,46.70597076,-95.69174194,14.4,26571.96014
I-94 - Evansville - MP 82.8      MN US MNDOT,09-09-2023,69.26001,57.38,45.99848938,-95.72994995,13.32,26585.28014
U.S.12 - Holloway - MP 27.0      MN US MNDOT,09-09-2023,71.78,55.94002,45.28256989,-95.91149139,13.86,26599.14015
U.S.75 - Kent - MP 222           MN US MNDOT,09-09-2023,74.11998,53.59999,46.47061157,-96.71227264,13.86,26613.00014
T.H.9 - Murdock - MP 24.5        MN US MNDOT,09-09-2023,68.71998,54.860012,45.3259201,-95.37902069,11.79,26624.79013
U.S.75 - Ortonville - MP 132.7   MN US MNDOT,09-09-2023,70.88,58.46001,45.2689209,-96.38938904,14.67,26639.46014
T.H.34 - Osage - MP 65.0         MN US MNDOT,09-09-2023,70.34002,51.44002,46.92063141,-95.26937866,10.89,26650.35016
T.H.52 - Coates - MP 110.4       MN US MNDOT,09-09-2023,78.26001,55.21998,44.66492081,-93.00971985,16.74,26667.09015
T.H.65 - East Bethel - MP 25.8   MN US MNDOT,09-09-2023,70.16001,56.299988,45.34666824,-93.23731232,13.23,26680.32015
I-35 - Medford - MP 52.1         MN US MNDOT,09-09-2023,77.36001,58.09999,44.23244858,-93.27835083,17.73,26698.05015
T.H.52 - Zumbrota - MP 73.9      MN US MNDOT,09-09-2023,80.06001,50.18,44.2394104,-92.6500473,15.12,26713.17016
U.S.63 - Lake City - MP 62.9     MN US MNDOT,09-09-2023,78.98,52.519978,44.38240814,-92.37014771,15.75,26728.92015
U.S.218 - Lyle - MP 4            MN US MNDOT,09-09-2023,82.04002,53.24002,43.55812073,-92.94940948,17.64,26746.56017
U.S.63 - Le Roy - MP 0.5         MN US MNDOT,09-09-2023,80.419975,49.640022,43.50838852,-92.36969757,15.21,26761.77015
I-90 - La Crescent - MP 276.4    MN US MNDOT,09-09-2023,77.18,52.69999,43.85789871,-91.30422974,14.94,26776.71015
I-90 - Magnolia - MP 21.6        MN US MNDOT,09-09-2023,76.460014,57.019978,43.63808823,-96.08824921,16.74,26793.45015
I-90 - Welcome - MP 93.7         MN US MNDOT,09-09-2023,78.26001,57.74002,43.68109894,-94.6151886,18,26811.45016
I-90 - Wells - MP 138.7          MN US MNDOT,09-09-2023,79.51998,55.040024,43.65769958,-93.72737885,17.28,26828.73016
T.H.60 - Mountain Lake - MP 48   MN US MNDOT,09-09-2023,75.38,59.71998,43.91899109,-94.99980164,17.55,26846.28015
U.S.14 - Springfield - MP 80.7   MN US MNDOT,09-09-2023,75.01998,58.819977,44.26805115,-94.89512634,16.92,26863.20013
T.H.30 - Mapleton - MP 146.8     MN US MNDOT,09-09-2023,76.28,53.24002,43.89870834,-93.91436768,14.76,26877.96014
T.H.212 - Dawson - MP 24.1       MN US MNDOT,09-09-2023,70.69999,57.019978,44.9353714,-95.96169281,13.86,26891.82013
U.S.75 - Trosky - MP 30.3        MN US MNDOT,09-09-2023,75.01998,59.71998,43.92211151,-96.2649765,17.37,26909.19011
T.H.68 - Milroy - MP 59.0        MN US MNDOT,09-09-2023,74.48,58.28,44.39968872,-95.47245789,16.38,26925.57011
T.H.68 - Taunton - MP 22.9       MN US MNDOT,09-09-2023,71.24002,58.819977,44.58692932,-96.05168152,15.03,26940.6001
T.H.212 - Hector - MP 84.4       MN US MNDOT,09-09-2023,73.39999,53.24002,44.76047134,-94.84316254,13.32,26953.92011
U.S.75 - Canby - MP 84.0         MN US MNDOT,09-09-2023,69.98,58.640022,44.67417145,-96.27693176,14.31,26968.23012
U.S.12 - Atwater - MP 85.4       MN US MNDOT,09-09-2023,67.64002,55.040024,45.13904953,-94.81175995,11.34,26979.57014
U.S.14 - Florence - MP 21.2      MN US MNDOT,09-09-2023,70.69999,58.09999,44.24031067,-96.04634094,14.4,26993.97013
U.S.12 - Delano - MP 140.4       MN US MNDOT,09-09-2023,70.16001,59.71998,45.03544998,-93.7660675,14.94,27008.91013
U.S.61 - Winona                  MN US MNDOT,09-09-2023,75.19999,55.040024,43.97877121,-91.429039,15.12,27024.03013
I-35 Moose Lake - MP 216         MN US MNDOT,09-09-2023,73.39999,50.540024,46.45278168,-92.73010254,11.97,27036.00014
U.S.169 Princeton - MP 176.9     MN US MNDOT,09-09-2023,67.99999,55.94002,45.55337143,-93.58489227,11.97,27047.97015
T.H.61 Schroeder - MP 79         MN US MNDOT,09-09-2023,61.16001,50.89999,47.54442978,-90.89589691,6.03,27054.00015
T.H.61 Grand Marais MP 110.8     MN US MNDOT,09-09-2023,61.69999,52.519978,47.75836182,-90.31385803,7.11,27061.11013
U.S.2 - Solway - MP 99.7         MN US MNDOT,09-09-2023,71.06001,49.819977,47.5232811,-95.16248322,10.53,27071.64013
T.H.1 - Warren - MP 11.5         MN US MNDOT,09-09-2023,73.04002,47.11998,48.19535065,-96.8911438,11.52,27083.16014
T.H.11 - Karlstad - MP 37.7      MN US MNDOT,09-09-2023,71.59999,48.91998,48.64707947,-96.38069916,10.8,27093.96014
T.H.371 - Nisswa - MP 46.2       MN US MNDOT,09-09-2023,68.36001,56.48,46.52462006,-94.29614258,12.42,27106.38014
U.S.53 - Piedmont Ave - MP 2.7   MN US MNDOT,09-09-2023,66.919975,54.49999,46.77138138,-92.13751984,10.71,27117.09013
Twin Lakes I-35 Mile Post 1,10-09-2023,66.74002,53.060013,43.5083313,-93.35405731,9.9,27126.99014
Silver Lake TH 7 Mile Post 1,10-09-2023,70.51998,50.540024,44.9068,-94.1191,10.53,27137.52015
Little Chicago I-35 Mile Post 70,10-09-2023,69.440025,49.640022,44.47850037,-93.29242706,9.72,27147.24016
Rush City I-35 Mile Post 157,10-09-2023,72.49999,47.299988,45.64292145,-92.99275208,11.25,27158.49015
Rutledge I-35 Mile Post 198,10-09-2023,74.11998,49.46001,46.21257019,-92.83856201,12.06,27170.55014
Beaver Creek I-90 Mile Post 4,10-09-2023,69.98,50.89999,43.6083,-96.3779,10.44,27180.99014
I-90 Mile Post 35,10-09-2023,67.09999,52.69999,43.63734055,-95.76991272,9.9,27190.89013
I-90 Mile Post 67,10-09-2023,70.69999,48.560013,43.63869095,-95.1185379,10.35,27201.24012
Blue Earth I-90 Mile Post 119,10-09-2023,67.460014,54.319977,43.66305161,-94.12243652,10.89,27212.13012
Dexter I-90 Mile Post 195,10-09-2023,65.84002,55.21998,43.72716141,-92.6813736,10.53,27222.66012
Jct CR 7 I-90 Mile Post 226,10-09-2023,67.460014,56.11998,43.95563889,-92.20514679,11.79,27234.45012
Ridgeway I-90 Mile Post 261,10-09-2023,64.940025,57.74002,43.91191864,-91.5435791,11.34,27245.79014
Dilworth I-94 Mile Post 5,10-09-2023,75.74002,42.61998,46.84679031,-96.6681366,12.87,27258.66015
Rothsay I-94 Mile Post 38,10-09-2023,71.06001,49.640022,46.49066162,-96.29125214,10.53,27269.19015
Alexandria I-94 Mile Post 104,10-09-2023,71.960014,53.060013,45.8376503,-95.36621857,12.51,27281.70017
Sauk Center I-94 Mile Post 128,10-09-2023,73.21998,51.61998,45.71310043,-94.93144989,12.42,27294.12015
Clearwater I-94 Mile Post 180,10-09-2023,74.84002,52.340023,45.39469147,-94.02561188,13.59,27307.71017
Shooks MN-1 Mile Post 34,10-09-2023,69.79999,37.94002,47.87430954,-94.43242645,9.9,27317.61016
Ely MN-1 Mile Post 275,10-09-2023,66.19999,41.18,47.85440063,-92.04811096,8.1,27325.71016
Emily MN-6 Mile Post 29,10-09-2023,70.51998,47.11998,46.68822098,-93.95449066,10.26,27335.97015
Clara City MN-7 Mile Post 89,10-09-2023,76.09999,47.66001,44.9493,-95.4095,13.05,27349.02014
Lester Prairie MN-7 Mile Post 161,10-09-2023,70.51998,50.89999,44.9061,-93.9864,10.71,27359.73013
Mayer TH 7 Mile Post 167,10-09-2023,71.78,52.16001,44.9059,-93.8695,11.97,27371.70013
MN-7 Mile Post 11,10-09-2023,73.39999,38.840023,48.57236099,-96.91487885,11.7,27383.40013
MN-11 Mile Post 62,10-09-2023,69.61998,39.560013,48.81951141,-95.96101379,9.81,27393.21012
Brichdale MN-11 Mile Post 157,10-09-2023,69.98,40.28,48.62768173,-94.0670929,9.99,27403.20012
MN-11 Mile Post 199,10-09-2023,70.88,45.68,48.60179138,-93.3734436,10.44,27413.64012
Lake Benton US-14 Mile Post 7,10-09-2023,68.54002,48.560013,44.27025986,-96.32003784,9.27,27422.91013
Byron US-14 Mile Post 200,10-09-2023,67.28,53.96001,44.0243988,-92.70819855,10.62,27433.53013
Hendricks MN-19 Mile Post 2,10-09-2023,70.34002,50.360012,44.45888901,-96.43522644,10.35,27443.88015
Morton MN-19 Mile Post 78,10-09-2023,71.78,50.71998,44.54470825,-94.99542236,11.25,27455.13014
Winthrop MN-19 Mile Post 108,10-09-2023,68.71998,52.340023,44.54319,-94.41412354,10.53,27465.66014
Hanley Falls MN-23 Mile Post 94,10-09-2023,72.49999,50.71998,44.69161987,-95.61401367,11.61,27477.27013
MN-23 Mile Post 215,10-09-2023,71.06001,44.96001,45.60781097,-94.03077698,10.53,27487.80013
Lastrup MN-25 Mile Post 140,10-09-2023,69.61998,48.74002,46.14426041,-94.10410309,9.81,27497.61012
Graceville MN-28 Mile Post 19,10-09-2023,74.29999,47.299988,45.5582,-96.4939,12.15,27509.76012
Langhei Township MN-29 Mile Post 46,10-09-2023,71.78,51.98,45.4884,-95.5622,11.88,27521.64012
Dovray MN-30 Mile Post 49,10-09-2023,71.78,51.799988,44.05717087,-95.59729767,11.79,27533.43011
Waseca TH 14 Mile Post ??,10-09-2023,68.54002,55.040024,44.0598,-93.4945,11.79,27545.22013
Caledonia MN-44 Mile Post 60,10-09-2023,67.81998,59.18,43.71932983,-91.43675232,13.5,27558.72012
Squaw Lake MN-46 Mile Post 25,10-09-2023,71.960014,42.799988,47.60356903,-94.12674713,10.98,27569.70013
Cannon Falls US-52 Mile Post 90,10-09-2023,67.99999,55.58,44.40924835,-92.8584671,11.79,27581.49012
Georgeville MN-55 Mile Post 98,10-09-2023,73.39999,49.819977,45.4324,-94.9324,11.7,27593.19012
Mahnomen US-59 Mile Post 296,10-09-2023,70.34002,39.019978,47.27416992,-95.9336319,10.17,27603.36013
Madelia US-60 Mile Post 86,10-09-2023,72.14002,49.99999,44.07556152,-94.36824799,11.07,27614.43014
